country,esco,S_YEAR_MONTH,count,date
Estonia,Managers,2016/03,152,2016-03-01
Latvia,Service and sales workers,2015/08,91,2015-08-01
Estonia,Craft and related trades workers,2015/06,82,2015-06-01
Germany,"Skilled agricultural, forestry and fishery workers",2015/07,14,2015-07-01
Austria,"Plant and machine operators, and assemblers",2015/09,15,2015-09-01
Luxembourg,Technicians and associate professionals,2015/10,18,2015-10-01
Latvia,Service and sales workers,2016/10,150,2016-10-01
Denmark,Service and sales workers,2015/10,57,2015-10-01
Austria,Service and sales workers,2015/05,39,2015-05-01
Luxembourg,Craft and related trades workers,2016/10,4,2016-10-01
Hungary,Service and sales workers,2015/03,1082,2015-03-01
Italy,Managers,2015/04,5498,2015-04-01
United Kingdom,Professionals,2015/04,1390,2015-04-01
Lithuania,Managers,2015/06,199,2015-06-01
Poland,Clerical support workers,2015/07,1123,2015-07-01
Italy,"Skilled agricultural, forestry and fishery workers",2015/08,387,2015-08-01
Slovakia,Elementary occupations,2015/08,107,2015-08-01
Bulgaria,Elementary occupations,2015/12,625,2015-12-01
Malta,Professionals,2015/12,136,2015-12-01
Germany,Clerical support workers,2015/12,510,2015-12-01
Denmark,Elementary occupations,2015/12,14,2015-12-01
Poland,Technicians and associate professionals,2016/04,1827,2016-04-01
Croatia,Elementary occupations,2016/04,982,2016-04-01
Bulgaria,Professionals,2016/05,2370,2016-05-01
Belgium,Managers,2016/07,516,2016-07-01
Netherlands,Professionals,2016/09,1255,2016-09-01
Finland,Professionals,2016/09,1818,2016-09-01
Spain,Technicians and associate professionals,2016/10,12362,2016-10-01
Slovenia,Elementary occupations,2015/07,169,2015-07-01
France,Elementary occupations,2015/10,111,2015-10-01
Hungary,"Plant and machine operators, and assemblers",2015/11,371,2015-11-01
Greece,Craft and related trades workers,2016/02,540,2016-02-01
Czech Republic,Clerical support workers,2016/04,411,2016-04-01
Austria,Professionals,2016/10,500,2016-10-01
Germany,"Plant and machine operators, and assemblers",2015/04,170,2015-04-01
Netherlands,Clerical support workers,2015/10,186,2015-10-01
Sweden,Elementary occupations,2016/02,52,2016-02-01
Austria,Professionals,2016/03,416,2016-03-01
Cyprus,Service and sales workers,2015/11,49,2015-11-01
Cyprus,Managers,2015/07,83,2015-07-01
Latvia,Technicians and associate professionals,2015/07,139,2015-07-01
Denmark,Elementary occupations,2015/06,10,2015-06-01
Malta,"Skilled agricultural, forestry and fishery workers",2015/03,4,2015-03-01
Spain,Technicians and associate professionals,2015/03,6931,2015-03-01
Romania,"Plant and machine operators, and assemblers",2015/03,1098,2015-03-01
Hungary,Managers,2015/03,432,2015-03-01
Italy,"Plant and machine operators, and assemblers",2015/04,2444,2015-04-01
Germany,Clerical support workers,2015/05,363,2015-05-01
Bulgaria,Technicians and associate professionals,2015/07,1146,2015-07-01
Germany,Managers,2015/12,635,2015-12-01
Belgium,"Skilled agricultural, forestry and fishery workers",2016/01,13,2016-01-01
Lithuania,Craft and related trades workers,2016/03,215,2016-03-01
Malta,Technicians and associate professionals,2016/04,53,2016-04-01
Lithuania,Professionals,2016/05,802,2016-05-01
Finland,Professionals,2016/05,1635,2016-05-01
France,Managers,2016/06,1507,2016-06-01
Bulgaria,Elementary occupations,2016/07,690,2016-07-01
Hungary,Elementary occupations,2016/10,1296,2016-10-01
Slovakia,Technicians and associate professionals,2016/05,222,2016-05-01
Poland,Service and sales workers,2016/06,1355,2016-06-01
Belgium,Clerical support workers,2016/07,490,2016-07-01
Italy,Armed forces occupations,2015/03,8,2015-03-01
Finland,Elementary occupations,2016/06,232,2016-06-01
Malta,Clerical support workers,2016/07,42,2016-07-01
Belgium,Craft and related trades workers,2016/06,98,2016-06-01
Greece,"Plant and machine operators, and assemblers",2015/10,350,2015-10-01
Austria,Craft and related trades workers,2016/03,37,2016-03-01
Austria,Elementary occupations,2015/03,7,2015-03-01
Sweden,"Skilled agricultural, forestry and fishery workers",2015/12,9,2015-12-01
Greece,Armed forces occupations,2016/10,6,2016-10-01
Denmark,Elementary occupations,2016/02,15,2016-02-01
Luxembourg,"Skilled agricultural, forestry and fishery workers",2016/04,2,2016-04-01
United Kingdom,Armed forces occupations,2016/06,1,2016-06-01
Italy,Clerical support workers,2015/03,6522,2015-03-01
Spain,Professionals,2015/03,18003,2015-03-01
United Kingdom,Service and sales workers,2015/05,211,2015-05-01
Slovenia,Craft and related trades workers,2015/05,132,2015-05-01
Italy,"Plant and machine operators, and assemblers",2015/07,1395,2015-07-01
Czech Republic,Professionals,2015/10,675,2015-10-01
Romania,Professionals,2015/11,4035,2015-11-01
Romania,Elementary occupations,2015/11,1685,2015-11-01
Czech Republic,Service and sales workers,2015/11,335,2015-11-01
Slovenia,Technicians and associate professionals,2016/02,671,2016-02-01
Lithuania,Technicians and associate professionals,2016/02,459,2016-02-01
Lithuania,Professionals,2016/02,738,2016-02-01
Slovenia,Clerical support workers,2016/04,410,2016-04-01
Hungary,Service and sales workers,2016/05,1436,2016-05-01
Bulgaria,Service and sales workers,2016/06,1136,2016-06-01
Poland,Clerical support workers,2016/07,1660,2016-07-01
Netherlands,Service and sales workers,2016/09,306,2016-09-01
Finland,Managers,2016/11,475,2016-11-01
Austria,Service and sales workers,2015/07,45,2015-07-01
Slovakia,Professionals,2016/05,425,2016-05-01
Cyprus,Managers,2015/10,89,2015-10-01
Finland,Craft and related trades workers,2016/04,155,2016-04-01
Slovakia,"Plant and machine operators, and assemblers",2016/09,66,2016-09-01
Malta,Craft and related trades workers,2015/03,5,2015-03-01
Austria,Craft and related trades workers,2016/09,41,2016-09-01
Croatia,Armed forces occupations,2015/06,6,2015-06-01
Belgium,"Plant and machine operators, and assemblers",2016/04,56,2016-04-01
Cyprus,"Skilled agricultural, forestry and fishery workers",2016/02,7,2016-02-01
Sweden,"Skilled agricultural, forestry and fishery workers",2016/09,9,2016-09-01
Cyprus,"Skilled agricultural, forestry and fishery workers",2015/12,7,2015-12-01
Hungary,Elementary occupations,2015/05,967,2015-05-01
Sweden,Service and sales workers,2015/06,223,2015-06-01
Spain,Service and sales workers,2015/07,3954,2015-07-01
Spain,"Plant and machine operators, and assemblers",2015/08,1212,2015-08-01
Croatia,Elementary occupations,2015/11,819,2015-11-01
Greece,Professionals,2016/03,5085,2016-03-01
Greece,Technicians and associate professionals,2016/05,2174,2016-05-01
Netherlands,Technicians and associate professionals,2016/06,499,2016-06-01
France,Elementary occupations,2016/08,243,2016-08-01
Lithuania,Elementary occupations,2016/09,296,2016-09-01
Finland,Service and sales workers,2016/10,700,2016-10-01
Belgium,Elementary occupations,2015/07,58,2015-07-01
Luxembourg,Managers,2015/08,17,2015-08-01
Sweden,Technicians and associate professionals,2015/09,304,2015-09-01
United Kingdom,Craft and related trades workers,2016/10,102,2016-10-01
Lithuania,Craft and related trades workers,2016/11,257,2016-11-01
Cyprus,Service and sales workers,2015/04,50,2015-04-01
Slovenia,"Plant and machine operators, and assemblers",2015/08,120,2015-08-01
Cyprus,Technicians and associate professionals,2015/12,212,2015-12-01
Austria,Service and sales workers,2016/01,77,2016-01-01
Austria,Managers,2016/07,118,2016-07-01
Belgium,Elementary occupations,2015/03,49,2015-03-01
France,Elementary occupations,2015/08,84,2015-08-01
Czech Republic,"Plant and machine operators, and assemblers",2015/03,100,2015-03-01
Malta,Technicians and associate professionals,2015/05,48,2015-05-01
Malta,Craft and related trades workers,2016/08,15,2016-08-01
Denmark,Service and sales workers,2015/04,72,2015-04-01
Netherlands,Elementary occupations,2015/08,30,2015-08-01
Denmark,Craft and related trades workers,2015/11,16,2015-11-01
Luxembourg,Craft and related trades workers,2016/09,4,2016-09-01
Portugal,Managers,2015/03,610,2015-03-01
Latvia,Managers,2015/03,86,2015-03-01
Hungary,Professionals,2015/04,4434,2015-04-01
Spain,Managers,2015/06,2152,2015-06-01
Croatia,Elementary occupations,2015/09,753,2015-09-01
Czech Republic,Technicians and associate professionals,2015/10,430,2015-10-01
Spain,Technicians and associate professionals,2015/10,9166,2015-10-01
Croatia,"Plant and machine operators, and assemblers",2015/11,878,2015-11-01
Finland,Craft and related trades workers,2015/11,146,2015-11-01
Greece,Craft and related trades workers,2015/12,484,2015-12-01
Croatia,Clerical support workers,2016/02,1349,2016-02-01
Poland,Managers,2016/03,654,2016-03-01
Slovenia,Technicians and associate professionals,2016/04,702,2016-04-01
Romania,"Skilled agricultural, forestry and fishery workers",2016/05,533,2016-05-01
Romania,Service and sales workers,2016/07,1917,2016-07-01
Latvia,Technicians and associate professionals,2016/10,260,2016-10-01
Finland,Managers,2016/10,462,2016-10-01
Portugal,Managers,2016/10,1228,2016-10-01
Netherlands,Technicians and associate professionals,2016/01,445,2016-01-01
Finland,"Plant and machine operators, and assemblers",2016/08,138,2016-08-01
Belgium,"Plant and machine operators, and assemblers",2016/10,65,2016-10-01
Bulgaria,"Skilled agricultural, forestry and fishery workers",2016/11,119,2016-11-01
Malta,Clerical support workers,2015/03,27,2015-03-01
Finland,"Plant and machine operators, and assemblers",2015/09,112,2015-09-01
Austria,Craft and related trades workers,2015/10,30,2015-10-01
Denmark,Managers,2015/10,49,2015-10-01
Slovenia,"Skilled agricultural, forestry and fishery workers",2016/04,32,2016-04-01
Luxembourg,Service and sales workers,2016/04,9,2016-04-01
Denmark,"Skilled agricultural, forestry and fishery workers",2016/04,5,2016-04-01
France,Technicians and associate professionals,2015/04,2072,2015-04-01
Greece,Managers,2015/04,1052,2015-04-01
Portugal,Craft and related trades workers,2015/06,354,2015-06-01
Latvia,Managers,2015/09,107,2015-09-01
Croatia,Service and sales workers,2015/11,1641,2015-11-01
Romania,Managers,2015/11,913,2015-11-01
Greece,Craft and related trades workers,2016/06,595,2016-06-01
Czech Republic,Craft and related trades workers,2016/06,178,2016-06-01
Romania,Clerical support workers,2016/06,1835,2016-06-01
Poland,Technicians and associate professionals,2016/07,1951,2016-07-01
Italy,Professionals,2016/10,34074,2016-10-01
Slovakia,Professionals,2015/03,296,2015-03-01
Slovenia,"Plant and machine operators, and assemblers",2016/06,182,2016-06-01
Cyprus,Technicians and associate professionals,2015/03,169,2015-03-01
Netherlands,Service and sales workers,2015/05,188,2015-05-01
Malta,Managers,2015/03,34,2015-03-01
Latvia,Managers,2015/11,119,2015-11-01
United Kingdom,Craft and related trades workers,2015/12,65,2015-12-01
Netherlands,Craft and related trades workers,2015/06,40,2015-06-01
Latvia,"Plant and machine operators, and assemblers",2015/09,69,2015-09-01
Malta,Professionals,2016/08,154,2016-08-01
Latvia,Clerical support workers,2015/08,103,2015-08-01
Estonia,Craft and related trades workers,2016/05,109,2016-05-01
Slovakia,"Skilled agricultural, forestry and fishery workers",2015/09,16,2015-09-01
Netherlands,"Skilled agricultural, forestry and fishery workers",2016/02,21,2016-02-01
Luxembourg,Elementary occupations,2016/08,5,2016-08-01
Lithuania,"Skilled agricultural, forestry and fishery workers",2016/01,51,2016-01-01
Cyprus,Elementary occupations,2015/07,39,2015-07-01
Luxembourg,Craft and related trades workers,2016/03,4,2016-03-01
Netherlands,Armed forces occupations,2016/02,1,2016-02-01
Estonia,Craft and related trades workers,2015/03,75,2015-03-01
Hungary,Professionals,2015/06,2388,2015-06-01
France,Professionals,2015/06,2860,2015-06-01
Italy,Technicians and associate professionals,2015/06,9885,2015-06-01
Greece,Elementary occupations,2015/07,322,2015-07-01
Belgium,Managers,2015/08,276,2015-08-01
Sweden,Technicians and associate professionals,2015/08,297,2015-08-01
Bulgaria,Craft and related trades workers,2015/11,644,2015-11-01
Greece,Managers,2016/03,897,2016-03-01
Belgium,Managers,2016/03,456,2016-03-01
Hungary,Technicians and associate professionals,2016/05,1759,2016-05-01
Sweden,Professionals,2016/05,704,2016-05-01
France,Service and sales workers,2016/06,1051,2016-06-01
Romania,Craft and related trades workers,2016/07,1810,2016-07-01
Poland,Craft and related trades workers,2016/07,1435,2016-07-01
Hungary,Clerical support workers,2016/11,1427,2016-11-01
Slovenia,Clerical support workers,2015/07,284,2015-07-01
United Kingdom,Clerical support workers,2015/12,228,2015-12-01
Austria,Technicians and associate professionals,2016/09,224,2016-09-01
Netherlands,Clerical support workers,2015/04,298,2015-04-01
Belgium,Managers,2015/12,349,2015-12-01
Latvia,Craft and related trades workers,2016/06,118,2016-06-01
Belgium,"Plant and machine operators, and assemblers",2016/02,52,2016-02-01
Malta,Elementary occupations,2016/07,9,2016-07-01
Portugal,"Skilled agricultural, forestry and fishery workers",2015/04,78,2015-04-01
Malta,"Plant and machine operators, and assemblers",2015/11,9,2015-11-01
Austria,Clerical support workers,2016/06,127,2016-06-01
Denmark,Clerical support workers,2016/11,96,2016-11-01
Luxembourg,Clerical support workers,2016/03,30,2016-03-01
Cyprus,"Plant and machine operators, and assemblers",2015/05,13,2015-05-01
Malta,Elementary occupations,2016/09,9,2016-09-01
Spain,Professionals,2015/05,19446,2015-05-01
Spain,Craft and related trades workers,2015/09,1712,2015-09-01
Spain,Clerical support workers,2015/10,4168,2015-10-01
Slovakia,Service and sales workers,2015/11,112,2015-11-01
Italy,"Skilled agricultural, forestry and fishery workers",2016/01,434,2016-01-01
Bulgaria,"Plant and machine operators, and assemblers",2016/02,639,2016-02-01
Germany,Technicians and associate professionals,2016/03,959,2016-03-01
Italy,Service and sales workers,2016/03,7734,2016-03-01
Croatia,"Skilled agricultural, forestry and fishery workers",2016/04,219,2016-04-01
Italy,"Skilled agricultural, forestry and fishery workers",2016/04,477,2016-04-01
France,Technicians and associate professionals,2016/04,2169,2016-04-01
Spain,Craft and related trades workers,2016/05,2095,2016-05-01
Hungary,Managers,2016/10,623,2016-10-01
Estonia,Craft and related trades workers,2015/10,93,2015-10-01
Bulgaria,Managers,2016/08,731,2016-08-01
Slovenia,Elementary occupations,2016/08,253,2016-08-01
Slovenia,Managers,2016/09,319,2016-09-01
Latvia,Service and sales workers,2015/09,104,2015-09-01
Netherlands,Craft and related trades workers,2016/10,65,2016-10-01
Slovakia,Managers,2015/12,92,2015-12-01
Slovakia,"Plant and machine operators, and assemblers",2016/06,63,2016-06-01
Lithuania,Service and sales workers,2016/07,343,2016-07-01
Netherlands,Elementary occupations,2015/09,33,2015-09-01
Finland,"Skilled agricultural, forestry and fishery workers",2016/05,31,2016-05-01
Denmark,Clerical support workers,2015/08,51,2015-08-01
Romania,Armed forces occupations,2015/09,3,2015-09-01
Malta,Elementary occupations,2016/06,9,2016-06-01
Luxembourg,Craft and related trades workers,2015/08,1,2015-08-01
Austria,"Skilled agricultural, forestry and fishery workers",2016/04,2,2016-04-01
Greece,Craft and related trades workers,2015/05,346,2015-05-01
Slovenia,Technicians and associate professionals,2015/10,617,2015-10-01
Poland,Service and sales workers,2015/12,1157,2015-12-01
Romania,Managers,2015/12,940,2015-12-01
Portugal,Professionals,2016/01,5920,2016-01-01
United Kingdom,Service and sales workers,2016/02,272,2016-02-01
Italy,Technicians and associate professionals,2016/03,13358,2016-03-01
Hungary,Clerical support workers,2016/04,1321,2016-04-01
Czech Republic,Professionals,2016/04,797,2016-04-01
Germany,Clerical support workers,2016/04,582,2016-04-01
Croatia,Professionals,2016/07,6252,2016-07-01
Finland,Craft and related trades workers,2016/07,159,2016-07-01
Greece,Professionals,2016/09,5857,2016-09-01
